,Unnamed: 0,segment,sentiment,embeddings
2810,2810,the qsp have directly support 10 country in incorporate sound chemical management into -PRON- national development plan which have result in some case in an increase in the volume of domestic resource dedicate to chemical management,positive,[ 3.2865577 -1.5530447 -2.7694616]
2811,2811,agenda 21 and the 2002 world summit on sustainable development wssd where the 2020 goal of produce and use chemical in way that lead to the minimization of significant effect on human health and the environment be establish in article 23 of the plan of implementation of the wssd,positive,[-0.02101145  1.4524033  -2.0497198 ]
2812,2812,take together all the awareness raise effort describe above which relate to the development of technical assessment and early warning information access to knowledge and information relate to c&w general public awareness on the environmental health risk of c&w and national awareness- raise activity represent a substantial volume of work produce by the sub programme,positive,[-0.41795275  1.8442607  -2.0420299 ]
2813,2813,the government of kazakhstan be also assist in develop -PRON- chemical legislation administrative structure and sustainable funding of the implementation and enforcement of the legislation through the undp unep partnership project on the mainstreaming of sound management of chemical into -PRON- national development plan,positive,[-0.07305027  1.6965259  -2.360406  ]
2814,2814,in china institution and government authority be support in collect lesson learn on public participation on chemical accident prevention and preparedness,positive,[ 0.6835175   0.57516956 -1.8423687 ]
2815,2815,in the area of waste by the end of the first biennium of the 2010 13 mts a draft compendium of technology on a destruction of hazardous waste arise from healthcare facility and b treatment and destruction of waste oil have be develop,positive,[ 1.6858677  -0.36356863 -1.7796335 ]
2816,2816,besides work accomplish on the development of guidance on technological assessment and the compendia limited additional work be accomplish in the area of waste,positive,[ 0.3426261  1.0722456 -2.207482 ]
2817,2817,in 2014 the sub programme have work with government civil society group and business to address priority waste issue use tool and innovative method primarily on biomass waste generate from agricultural activity,positive,[ 3.1208289 -1.9476545 -1.9122683]
2818,2818,the sub programme undertook activity to combat environmental crime involve harmful substance and hazardous waste particularly in the asia pacific and west asia,positive,[ 2.8092484  -0.94217926 -2.7456653 ]
2819,2819,a range of partner include mea secretariat be involve,positive,[ 0.98897964  0.08088028 -1.8676811 ]
2820,2820,in 2013 thailand report 6 seizure in ods case,positive,[ 1.2832158 -1.3028681 -0.2569152]
2821,2821,a number of secretariat activity relate to the implementation of the minamata convention on mercury have be carry out such as the organisation of the first workshop in support of the ratification and early implementation of the minamata convention in march 2014 in kuala lumpur and the preparation of inc5 and inc6 which take place in january 2013 and november 2014 respectively,positive,[ 2.0492098  -0.21321279 -3.0328026 ]
2822,2822,a key driver to achieve the 2020 goal be a strengthened effort to further engage key partner from the private sector in particular from the mid stream producer of consumer product which use chemical in -PRON- composition,positive,[ 1.0466965   0.32082132 -2.2581973 ]
2823,2823,in spite of challenge face in provide support to saicm take together the evaluation conclude that the level of delivery of the output relate to saicm implementation represent adequate secretariat support service to the iccm and subsidiary body,positive,[ 3.151163  -1.992218  -2.1278045]
2824,2824,as design the c&w sub programme be expect to assist country to transition to sound management of c&w which be an intermediate state towards minimize environmental and health impact of c&w,positive,[-0.69285786  1.6838585  -1.403991  ]
2825,2825,while the measurement of impact pose evidential challenge within the short term -PRON- would seem that take together strengthen institutional capacity and continue work on the mainstreaming of the sound management of chemical into national development process will produce sustainable impact in the long term,positive,[ 2.5046632 -1.3658708 -1.9213955]
2826,2826,at the national and regional level these partnership can play an important role in catalyse action,positive,[ 1.7812139  -0.21713828 -2.6068408 ]
2827,2827,delivery through external partnership have not only be very cost effective but have also actively contribute to the strengthening of partnership and increase interest from both industry and country in unep 's technical tool methodology and strategic framework for reduce risk in the production handling use and disposal of harmful substance,positive,[ 3.3415716 -2.1540127 -2.1652818]
